matricula_bici,pais,ciudad,numero_localizacion_origen,numero_localizacion_destino,inicio_utc,fin_utc,duracion_min,coste_eur,tipo_bici,bateria_inicio_pct,bateria_fin_pct,distancia_km,incidencia,tarifa
EB-BUD-004665,HU,Budapest,447,717,2024-03-26 16:58:15+00:00,2024-03-26 17:10:15+00:00,12,1.56,electric,44.0,32.0,3.14,none,standard
EB-BUD-002393,HU,Budapest,619,223,2025-09-11 11:23:05+00:00,2025-09-11 11:35:05+00:00,12,0.7,mechanical,,,1.76,none,plus
EB-MUC-001246,DE,Munich,297,759,2024-11-22 09:16:23+00:00,2024-11-22 09:29:23+00:00,13,0.3,mechanical,,,3.03,none,payg
EB-MUC-001370,DE,Munich,328,57,2025-01-05 03:48:45+00:00,2025-01-05 04:19:45+00:00,31,2.28,electric,74.0,57.0,6.03,none,plus
EB-BCN-002068,ES,Barcelona,313,527,2024-08-03 14:17:59+00:00,2024-08-03 14:24:59+00:00,7,0.3,mechanical,,,1.06,none,payg
EB-BER-003771,DE,Berlin,731,294,2024-07-21 06:24:37+00:00,2024-07-21 06:55:37+00:00,31,1.58,electric,96.0,67.0,8.55,none,payg
EB-BER-002631,DE,Berlin,57,613,2025-09-17 08:48:40+00:00,2025-09-17 09:18:40+00:00,30,3.0,electric,32.0,14.0,6.03,none,standard
EB-ZRH-002534,CH,Zurich,113,135,2025-10-20 10:24:45+00:00,2025-10-20 10:31:45+00:00,7,0.38,electric,38.0,32.0,2.45,none,payg
EB-MUC-004456,DE,Munich,390,791,2024-06-16 12:27:48+00:00,2024-06-16 12:31:48+00:00,4,1.0,mechanical,,,0.83,none,standard
EB-CPH-003648,DK,Copenhagen,422,681,2024-08-30 02:16:47+00:00,2024-08-30 02:39:47+00:00,23,2.81,electric,92.0,73.0,6.47,none,standard
EB-AMS-001417,NL,Amsterdam,133,454,2025-09-05 03:03:09+00:00,2025-09-05 03:33:09+00:00,30,1.58,electric,60.0,34.0,6.96,none,payg
EB-MAD-004447,ES,Madrid,220,50,2025-07-24 21:45:13+00:00,2025-07-24 22:31:13+00:00,46,3.48,electric,54.0,34.0,5.69,none,plus
EB-STO-004599,SE,Stockholm,569,428,2025-08-24 08:56:22+00:00,2025-08-24 09:13:22+00:00,17,1.96,electric,62.0,48.0,3.92,none,standard
EB-BUD-001322,HU,Budapest,320,558,2025-05-08 21:59:12+00:00,2025-05-08 22:02:12+00:00,3,0.6,electric,99.0,97.0,0.77,none,plus
EB-AMS-003025,NL,Amsterdam,195,69,2025-12-13 15:15:10+00:00,2025-12-13 16:02:10+00:00,47,3.74,electric,100.0,71.0,9.19,none,plus
EB-BCN-001674,ES,Barcelona,347,692,2024-04-16 19:00:31+00:00,2024-04-16 19:23:31+00:00,23,0.7,mechanical,,,3.65,none,payg
EB-OSL-004658,NO,Oslo,586,216,2024-09-28 13:12:19+00:00,2024-09-28 13:30:19+00:00,18,1.98,mechanical,,,3.09,none,standard
EB-MUC-004866,DE,Munich,290,248,2024-07-08 11:55:28+00:00,2024-07-08 12:03:28+00:00,8,1.15,mechanical,,,1.48,none,standard
EB-AMS-003122,NL,Amsterdam,634,618,2025-11-05 03:36:31+00:00,2025-11-05 03:39:31+00:00,3,0.63,mechanical,,,0.41,none,plus
EB-STO-000884,SE,Stockholm,55,289,2025-09-22 01:00:31+00:00,2025-09-22 01:39:31+00:00,39,2.92,electric,50.0,29.0,10.14,none,plus
EB-PRG-002080,CZ,Prague,436,756,2025-03-11 09:26:33+00:00,2025-03-11 09:32:33+00:00,6,1.08,electric,68.0,64.0,1.1,none,standard
EB-PRG-003408,CZ,Prague,548,362,2025-10-13 16:54:41+00:00,2025-10-13 17:06:41+00:00,12,0.3,electric,58.0,50.0,2.61,none,payg
EB-BER-003215,DE,Berlin,496,568,2024-06-30 09:21:20+00:00,2024-06-30 09:35:20+00:00,14,1.72,electric,75.0,67.0,3.76,none,standard
EB-LIS-003216,PT,Lisbon,55,18,2025-05-26 19:19:04+00:00,2025-05-26 19:32:04+00:00,13,0.75,mechanical,,,3.83,none,plus
EB-AMS-003387,NL,Amsterdam,521,388,2024-12-22 16:17:57+00:00,2024-12-22 16:52:57+00:00,35,3.57,electric,22.0,11.0,5.53,none,standard
EB-PRG-004595,CZ,Prague,714,773,2024-11-07 08:34:38+00:00,2024-11-07 09:03:38+00:00,29,1.55,mechanical,,,6.93,none,plus
EB-PAR-002220,FR,Paris,644,359,2024-12-08 06:51:05+00:00,2024-12-08 07:05:05+00:00,14,1.89,electric,72.0,65.0,3.06,none,standard
EB-OSL-001531,NO,Oslo,103,358,2025-03-06 11:38:01+00:00,2025-03-06 11:48:01+00:00,10,0.36,mechanical,,,2.43,none,payg
EB-MAD-003095,ES,Madrid,539,337,2025-07-30 09:44:07+00:00,2025-07-30 10:06:07+00:00,22,1.56,electric,57.0,44.0,5.28,none,plus
EB-ZRH-000910,CH,Zurich,546,570,2024-10-01 03:17:31+00:00,2024-10-01 04:08:31+00:00,51,4.85,electric,49.0,11.0,11.81,none,plus
EB-PAR-000729,FR,Paris,800,416,2024-10-20 15:09:05+00:00,2024-10-20 15:22:05+00:00,13,0.33,mechanical,,,1.34,none,payg
EB-ZRH-004863,CH,Zurich,739,367,2024-03-26 03:52:01+00:00,2024-03-26 04:37:01+00:00,45,3.37,electric,20.0,0.0,14.08,none,payg
EB-OSL-002269,NO,Oslo,170,586,2025-07-14 14:09:38+00:00,2025-07-14 14:44:38+00:00,35,3.0,mechanical,,,9.76,none,standard
EB-ROM-004246,IT,Rome,693,537,2025-01-08 12:39:22+00:00,2025-01-08 12:45:22+00:00,6,1.08,electric,67.0,60.0,2.08,none,standard
EB-OSL-002789,NO,Oslo,563,427,2025-01-19 00:57:27+00:00,2025-01-19 01:11:27+00:00,14,2.06,electric,77.0,65.0,3.58,none,standard
EB-LIS-001188,PT,Lisbon,731,646,2024-08-14 21:57:30+00:00,2024-08-14 22:12:30+00:00,15,0.3,mechanical,,,3.44,none,payg
EB-BER-003096,DE,Berlin,544,714,2025-07-15 23:22:31+00:00,2025-07-15 23:41:31+00:00,19,2.12,electric,41.0,32.0,4.39,none,standard
EB-VIE-001538,AT,Vienna,657,290,2024-08-02 16:57:24+00:00,2024-08-02 17:05:24+00:00,8,0.3,mechanical,,,1.99,none,payg
EB-ROM-001193,IT,Rome,563,452,2024-03-25 16:04:45+00:00,2024-03-25 16:17:45+00:00,13,1.64,electric,68.0,58.0,3.2,none,standard
EB-ATH-001602,GR,Athens,517,702,2024-01-24 11:02:04+00:00,2024-01-24 11:11:04+00:00,9,1.32,electric,55.0,46.0,2.31,none,standard
EB-VIE-000952,AT,Vienna,238,298,2024-05-07 21:17:37+00:00,2024-05-07 21:57:37+00:00,40,3.0,electric,100.0,75.0,9.38,none,plus
EB-BER-001750,DE,Berlin,10,216,2024-07-19 11:32:26+00:00,2024-07-19 11:42:26+00:00,10,1.4,electric,91.0,85.0,2.55,none,standard
EB-STO-000287,SE,Stockholm,724,198,2025-03-22 05:28:13+00:00,2025-03-22 05:34:13+00:00,6,1.08,electric,48.0,42.0,1.55,none,standard
EB-ATH-003113,GR,Athens,497,378,2025-11-28 23:05:23+00:00,2025-11-28 23:13:23+00:00,8,1.24,electric,82.0,78.0,1.5,none,standard
EB-BRU-003850,BE,Brussels,6,534,2024-11-30 06:14:27+00:00,2024-11-30 06:19:27+00:00,5,1.0,electric,50.0,46.0,1.02,none,standard
EB-PAR-002225,FR,Paris,396,633,2025-06-27 19:23:34+00:00,2025-06-27 19:26:34+00:00,3,0.33,electric,29.0,26.0,0.88,none,payg
EB-ROM-000105,IT,Rome,345,663,2025-01-04 11:28:35+00:00,2025-01-04 11:44:35+00:00,16,1.88,electric,31.0,17.0,4.29,none,standard
EB-PRG-003661,CZ,Prague,761,601,2024-11-19 08:32:09+00:00,2024-11-19 09:11:09+00:00,39,2.22,electric,77.0,52.0,7.88,none,payg
EB-PRG-003102,CZ,Prague,665,673,2025-04-02 23:07:33+00:00,2025-04-02 23:38:33+00:00,31,2.28,electric,91.0,62.0,8.07,none,plus
EB-OSL-002893,NO,Oslo,410,658,2024-08-24 18:37:46+00:00,2024-08-24 18:47:46+00:00,10,0.72,electric,21.0,14.0,2.36,none,plus
EB-BUD-000489,HU,Budapest,744,8,2024-07-23 06:37:21+00:00,2024-07-23 06:47:21+00:00,10,1.4,electric,33.0,29.0,2.03,none,standard
EB-MUC-003978,DE,Munich,199,17,2024-09-24 05:59:26+00:00,2024-09-24 06:03:26+00:00,4,0.6,electric,98.0,95.0,0.74,none,plus
EB-BER-004137,DE,Berlin,707,611,2024-02-20 16:28:14+00:00,2024-02-20 17:19:14+00:00,51,3.88,electric,79.0,53.0,9.92,none,plus
EB-PRG-004580,CZ,Prague,509,495,2025-11-18 03:42:55+00:00,2025-11-18 04:03:55+00:00,21,1.15,mechanical,,,6.28,none,plus
EB-CPH-002157,DK,Copenhagen,660,311,2024-06-04 12:19:43+00:00,2024-06-04 12:55:43+00:00,36,1.55,mechanical,,,8.04,none,payg
EB-BCN-002548,ES,Barcelona,198,608,2025-11-28 01:56:01+00:00,2025-11-28 02:07:01+00:00,11,1.48,electric,29.0,19.0,2.62,none,standard
EB-BCN-004201,ES,Barcelona,787,741,2024-07-23 14:11:39+00:00,2024-07-23 14:32:39+00:00,21,2.28,electric,58.0,43.0,5.8,none,standard
EB-LIS-003355,PT,Lisbon,359,139,2025-05-16 17:29:14+00:00,2025-05-16 17:49:14+00:00,20,1.75,mechanical,,,4.69,none,standard
EB-LIS-001924,PT,Lisbon,789,151,2024-04-04 14:52:20+00:00,2024-04-04 14:55:20+00:00,3,0.3,electric,52.0,50.0,0.7,none,payg
EB-PAR-001328,FR,Paris,431,364,2025-04-07 15:12:31+00:00,2025-04-07 16:07:31+00:00,55,3.85,mechanical,,,12.86,none,standard
EB-ZRH-003142,CH,Zurich,363,69,2024-05-20 06:18:07+00:00,2024-05-20 06:50:07+00:00,32,2.94,mechanical,,,8.26,none,standard
EB-PRG-003162,CZ,Prague,321,736,2025-11-29 07:57:04+00:00,2025-11-29 08:15:04+00:00,18,1.24,electric,63.0,48.0,6.69,none,plus
EB-PRG-002641,CZ,Prague,571,729,2025-10-02 00:16:33+00:00,2025-10-02 00:38:33+00:00,22,2.36,electric,70.0,46.0,6.57,none,standard
EB-PAR-002932,FR,Paris,354,404,2025-12-19 18:04:18+00:00,2025-12-19 18:08:18+00:00,4,0.33,mechanical,,,0.89,none,payg
EB-OSL-004152,NO,Oslo,180,385,2025-03-28 18:42:00+00:00,2025-03-28 18:54:00+00:00,12,0.36,mechanical,,,3.47,none,payg
EB-BER-003118,DE,Berlin,311,532,2024-09-11 20:02:00+00:00,2024-09-11 20:38:00+00:00,36,3.48,electric,26.0,0.0,12.72,none,standard
EB-OSL-002302,NO,Oslo,357,193,2024-10-18 02:48:06+00:00,2024-10-18 05:03:06+00:00,135,13.68,electric,73.0,0.0,32.64,none,standard
EB-STO-004593,SE,Stockholm,362,273,2024-11-05 20:04:12+00:00,2024-11-05 20:10:12+00:00,6,1.08,electric,21.0,13.0,2.0,flat_tire,standard
EB-BUD-000700,HU,Budapest,74,231,2025-07-28 12:15:16+00:00,2025-07-28 12:19:16+00:00,4,1.0,electric,26.0,24.0,0.73,none,standard
EB-VIE-000572,AT,Vienna,233,404,2024-12-11 11:12:31+00:00,2024-12-11 11:29:31+00:00,17,0.95,mechanical,,,2.88,none,plus
EB-MAD-003941,ES,Madrid,149,518,2024-07-22 22:04:17+00:00,2024-07-22 22:30:17+00:00,26,0.85,mechanical,,,4.89,none,payg
EB-AMS-003882,NL,Amsterdam,24,388,2024-03-10 20:17:37+00:00,2024-03-10 20:26:37+00:00,9,1.39,electric,21.0,9.0,2.99,none,standard
EB-VIE-003195,AT,Vienna,440,301,2025-11-18 18:01:43+00:00,2025-11-18 18:37:43+00:00,36,1.9,mechanical,,,5.83,none,plus
EB-OSL-004186,NO,Oslo,142,194,2024-01-28 14:44:31+00:00,2024-01-28 14:51:31+00:00,7,0.72,electric,66.0,62.0,1.69,none,plus
EB-PAR-001338,FR,Paris,429,597,2025-03-16 00:15:30+00:00,2025-03-16 00:18:30+00:00,3,0.33,electric,71.0,69.0,0.7,none,payg
EB-PRG-002872,CZ,Prague,235,738,2024-11-15 15:02:46+00:00,2024-11-15 15:21:46+00:00,19,0.62,electric,39.0,31.0,3.17,brake,payg
EB-PAR-002919,FR,Paris,145,387,2024-04-30 07:40:44+00:00,2024-04-30 07:53:44+00:00,13,0.33,electric,41.0,32.0,3.48,accident_minor,payg
EB-ATH-003818,GR,Athens,50,309,2024-10-09 00:20:37+00:00,2024-10-09 00:32:37+00:00,12,0.76,electric,20.0,5.0,4.09,none,plus
EB-DUB-002124,IE,Dublin,404,717,2025-11-26 13:40:46+00:00,2025-11-26 14:11:46+00:00,31,3.08,electric,29.0,0.0,8.98,none,standard
EB-ATH-002265,GR,Athens,774,161,2024-03-11 05:25:48+00:00,2024-03-11 05:39:48+00:00,14,1.45,mechanical,,,4.21,none,standard
EB-MUC-002212,DE,Munich,231,416,2024-01-28 05:59:01+00:00,2024-01-28 06:09:01+00:00,10,0.3,mechanical,,,1.88,none,payg
EB-PAR-000635,FR,Paris,696,502,2025-02-10 06:32:50+00:00,2025-02-10 06:38:50+00:00,6,0.33,electric,82.0,76.0,1.65,flat_tire,payg
EB-PRG-000009,CZ,Prague,98,680,2025-11-22 14:09:57+00:00,2025-11-22 14:12:57+00:00,3,1.0,electric,89.0,87.0,0.59,none,standard
EB-LIS-002039,PT,Lisbon,650,423,2024-08-17 14:46:04+00:00,2024-08-17 14:51:04+00:00,5,1.0,electric,86.0,81.0,1.39,none,standard
EB-MAD-004217,ES,Madrid,380,769,2024-07-03 01:00:19+00:00,2024-07-03 01:03:19+00:00,3,1.0,mechanical,,,0.7,none,standard
EB-BER-001821,DE,Berlin,745,90,2024-08-27 11:57:36+00:00,2024-08-27 11:59:36+00:00,2,0.3,electric,43.0,42.0,0.42,none,payg
EB-MAD-000530,ES,Madrid,228,469,2025-11-14 05:33:47+00:00,2025-11-14 06:04:47+00:00,31,3.08,electric,67.0,42.0,8.67,none,standard
EB-BER-002875,DE,Berlin,163,522,2024-01-30 04:57:27+00:00,2024-01-30 05:07:27+00:00,10,0.6,electric,80.0,73.0,3.06,none,plus
EB-DUB-004313,IE,Dublin,498,630,2025-04-03 15:07:52+00:00,2025-04-03 15:46:52+00:00,39,2.22,electric,47.0,23.0,10.11,none,payg
EB-PRG-004179,CZ,Prague,359,581,2024-09-12 11:59:59+00:00,2024-09-12 12:13:59+00:00,14,0.92,electric,78.0,67.0,3.48,none,plus
EB-OSL-003766,NO,Oslo,482,123,2025-10-31 00:15:57+00:00,2025-10-31 00:19:57+00:00,4,0.36,mechanical,,,0.5,none,payg
EB-VIE-002070,AT,Vienna,349,78,2024-06-10 23:16:50+00:00,2024-06-10 23:36:50+00:00,20,0.55,mechanical,,,3.33,none,payg
EB-ROM-001419,IT,Rome,276,721,2024-01-22 17:53:04+00:00,2024-01-22 18:15:04+00:00,22,2.36,electric,51.0,38.0,5.36,none,standard
EB-PAR-004105,FR,Paris,409,630,2024-12-22 04:26:08+00:00,2024-12-22 04:33:08+00:00,7,0.66,electric,47.0,41.0,1.68,none,plus
EB-BUD-004443,HU,Budapest,35,99,2024-01-17 16:41:52+00:00,2024-01-17 16:55:52+00:00,14,0.3,electric,31.0,16.0,4.39,none,payg
EB-BER-003788,DE,Berlin,678,334,2025-09-03 23:38:32+00:00,2025-09-03 23:41:32+00:00,3,1.0,mechanical,,,0.74,none,standard
EB-PRG-003805,CZ,Prague,300,593,2025-01-19 11:56:09+00:00,2025-01-19 12:37:09+00:00,41,3.88,electric,23.0,4.0,7.04,lost_item,standard
EB-CPH-003017,DK,Copenhagen,152,397,2024-11-05 13:38:20+00:00,2024-11-05 13:48:20+00:00,10,0.34,electric,99.0,93.0,2.64,none,payg
EB-ZRH-000490,CH,Zurich,608,302,2025-04-25 08:36:20+00:00,2025-04-25 08:50:20+00:00,14,0.38,electric,79.0,71.0,2.84,none,payg
EB-DUB-004827,IE,Dublin,333,110,2024-01-07 16:26:33+00:00,2024-01-07 16:28:33+00:00,2,0.6,electric,20.0,19.0,0.47,none,plus
EB-AMS-001881,NL,Amsterdam,514,277,2025-10-20 21:42:16+00:00,2025-10-20 21:54:16+00:00,12,0.32,electric,23.0,14.0,2.94,none,payg
EB-AMS-000624,NL,Amsterdam,81,428,2025-11-28 05:12:09+00:00,2025-11-28 05:51:09+00:00,39,3.91,electric,73.0,56.0,7.59,none,standard
EB-HEL-004854,FI,Helsinki,315,340,2024-09-03 07:54:48+00:00,2024-09-03 08:16:48+00:00,22,1.56,electric,68.0,52.0,5.12,none,plus
EB-ZRH-000403,CH,Zurich,235,741,2025-03-08 22:00:37+00:00,2025-03-08 22:13:37+00:00,13,0.38,electric,95.0,89.0,1.74,none,payg
EB-VIE-001985,AT,Vienna,400,223,2024-11-25 18:03:00+00:00,2024-11-25 18:05:00+00:00,2,1.0,electric,22.0,20.0,0.55,none,standard
EB-MUC-000082,DE,Munich,20,552,2024-01-03 03:11:44+00:00,2024-01-03 03:50:44+00:00,39,2.22,electric,87.0,54.0,8.65,none,payg
EB-BER-001907,DE,Berlin,412,526,2025-06-04 23:45:25+00:00,2025-06-05 00:02:25+00:00,17,0.46,electric,23.0,8.0,4.25,brake,payg
EB-WAW-003790,PL,Warsaw,679,130,2025-10-07 10:51:32+00:00,2025-10-07 11:13:32+00:00,22,0.86,electric,47.0,35.0,4.14,none,payg
EB-BER-004303,DE,Berlin,87,265,2025-04-08 04:48:56+00:00,2025-04-08 05:12:56+00:00,24,2.52,electric,80.0,70.0,2.92,none,standard
EB-BCN-000497,ES,Barcelona,153,489,2025-09-09 18:37:49+00:00,2025-09-09 18:52:49+00:00,15,1.5,mechanical,,,1.72,none,standard
EB-PRG-004785,CZ,Prague,647,535,2024-03-10 01:46:14+00:00,2024-03-10 02:03:14+00:00,17,1.96,electric,42.0,31.0,3.94,none,standard
EB-ZRH-002978,CH,Zurich,595,779,2024-06-03 11:11:43+00:00,2024-06-03 11:17:43+00:00,6,0.75,electric,65.0,58.0,1.7,none,plus
EB-MAD-000022,ES,Madrid,298,404,2024-09-18 03:06:26+00:00,2024-09-18 03:23:26+00:00,17,0.46,electric,85.0,67.0,4.73,none,payg
EB-PAR-003015,FR,Paris,753,257,2024-09-17 17:08:20+00:00,2024-09-17 17:13:20+00:00,5,0.33,electric,61.0,58.0,1.09,none,payg
EB-BUD-004595,HU,Budapest,380,136,2025-12-03 05:01:09+00:00,2025-12-03 05:35:09+00:00,34,1.82,electric,43.0,25.0,7.58,none,payg
EB-BUD-000077,HU,Budapest,518,515,2024-09-26 02:27:06+00:00,2024-09-26 02:37:06+00:00,10,0.3,mechanical,,,1.79,none,payg
EB-CPH-004903,DK,Copenhagen,522,220,2024-01-30 19:45:53+00:00,2024-01-30 20:24:53+00:00,39,2.55,electric,29.0,2.0,7.83,none,payg
EB-DUB-003624,IE,Dublin,616,581,2025-12-24 14:39:02+00:00,2025-12-24 14:53:02+00:00,14,1.72,electric,49.0,41.0,3.13,none,standard
EB-AMS-001883,NL,Amsterdam,240,745,2025-05-03 04:29:51+00:00,2025-05-03 04:41:51+00:00,12,0.73,mechanical,,,1.91,none,plus
EB-PAR-002028,FR,Paris,744,197,2024-06-02 20:59:36+00:00,2024-06-02 21:31:36+00:00,32,1.87,mechanical,,,8.63,none,plus
EB-LIS-004165,PT,Lisbon,739,706,2024-03-30 16:58:01+00:00,2024-03-30 17:10:01+00:00,12,0.3,mechanical,,,2.21,none,payg
EB-BCN-001960,ES,Barcelona,787,353,2024-02-17 16:36:40+00:00,2024-02-17 17:01:40+00:00,25,1.35,mechanical,,,4.28,none,plus
EB-BUD-000866,HU,Budapest,568,573,2025-07-28 17:30:44+00:00,2025-07-28 17:56:44+00:00,26,1.4,mechanical,,,4.19,none,plus
EB-DUB-002241,IE,Dublin,67,49,2025-05-02 08:36:47+00:00,2025-05-02 08:46:47+00:00,10,1.4,electric,52.0,45.0,2.13,none,standard
EB-PAR-004371,FR,Paris,474,351,2025-10-25 07:34:31+00:00,2025-10-25 07:37:31+00:00,3,0.33,electric,61.0,59.0,0.71,none,payg
EB-BER-000316,DE,Berlin,536,768,2024-03-23 19:33:28+00:00,2024-03-23 19:43:28+00:00,10,0.6,electric,100.0,93.0,2.0,none,plus
EB-OSL-000427,NO,Oslo,258,568,2025-09-17 19:10:45+00:00,2025-09-17 20:09:45+00:00,59,4.44,mechanical,,,10.4,none,standard
EB-BER-001311,DE,Berlin,585,495,2025-09-30 11:22:03+00:00,2025-09-30 11:34:03+00:00,12,0.7,mechanical,,,2.27,electrical,plus
EB-PAR-002899,FR,Paris,370,773,2025-01-02 01:44:51+00:00,2025-01-02 02:11:51+00:00,27,3.04,electric,44.0,30.0,3.87,none,standard
EB-ATH-004988,GR,Athens,365,319,2025-12-12 19:17:23+00:00,2025-12-12 19:21:23+00:00,4,1.0,electric,87.0,85.0,0.71,none,standard
EB-BRU-002502,BE,Brussels,357,438,2025-06-17 09:20:02+00:00,2025-06-17 11:13:02+00:00,113,5.2,mechanical,,,20.81,none,payg
EB-PAR-002785,FR,Paris,497,268,2025-04-20 13:22:51+00:00,2025-04-20 13:41:51+00:00,19,1.16,mechanical,,,1.91,none,plus
EB-VIE-004968,AT,Vienna,343,444,2025-04-27 00:19:52+00:00,2025-04-27 00:32:52+00:00,13,0.3,electric,37.0,31.0,2.53,none,payg
EB-DUB-003224,IE,Dublin,687,660,2025-07-14 16:49:45+00:00,2025-07-14 17:10:45+00:00,21,0.6,mechanical,,,3.82,none,payg
EB-ATH-000700,GR,Athens,453,178,2025-07-14 21:26:34+00:00,2025-07-14 21:37:34+00:00,11,1.48,electric,58.0,53.0,1.76,none,standard
EB-WAW-001659,PL,Warsaw,268,746,2024-12-27 10:09:51+00:00,2024-12-27 10:13:51+00:00,4,1.0,electric,67.0,65.0,0.78,none,standard
EB-MUC-001609,DE,Munich,449,511,2025-01-01 01:54:36+00:00,2025-01-01 02:27:36+00:00,33,1.74,electric,28.0,7.0,8.77,none,payg
EB-BRU-004501,BE,Brussels,677,57,2025-03-30 17:14:38+00:00,2025-03-30 17:34:38+00:00,20,2.2,electric,71.0,63.0,3.88,none,standard
EB-MUC-001071,DE,Munich,377,372,2024-10-13 14:03:22+00:00,2024-10-13 14:10:22+00:00,7,1.16,electric,51.0,47.0,1.68,none,standard
EB-BUD-001429,HU,Budapest,203,351,2025-11-28 20:00:21+00:00,2025-11-28 21:07:21+00:00,67,4.1,mechanical,,,8.53,none,standard
EB-VIE-001926,AT,Vienna,359,454,2024-02-28 14:49:43+00:00,2024-02-28 14:53:43+00:00,4,0.3,mechanical,,,0.61,none,payg
EB-BER-004029,DE,Berlin,8,476,2025-05-05 23:01:01+00:00,2025-05-05 23:10:01+00:00,9,1.2,mechanical,,,2.31,none,standard
EB-LIS-003471,PT,Lisbon,254,637,2025-06-27 17:49:21+00:00,2025-06-27 18:21:21+00:00,32,1.66,electric,98.0,79.0,6.49,battery_swap,payg
EB-STO-003327,SE,Stockholm,225,498,2024-12-25 02:05:18+00:00,2024-12-25 02:15:18+00:00,10,0.3,electric,39.0,32.0,2.19,none,payg
EB-PRG-003447,CZ,Prague,559,782,2024-02-08 18:17:39+00:00,2024-02-08 18:46:39+00:00,29,2.92,electric,73.0,48.0,6.9,none,standard
EB-ROM-000477,IT,Rome,674,489,2025-08-05 10:42:22+00:00,2025-08-05 11:25:22+00:00,43,2.54,electric,54.0,23.0,10.51,none,payg
EB-BRU-000211,BE,Brussels,641,352,2025-09-08 23:30:25+00:00,2025-09-08 23:55:25+00:00,25,1.1,electric,60.0,38.0,7.57,none,payg
EB-PAR-001453,FR,Paris,666,53,2024-04-07 20:24:42+00:00,2024-04-07 20:43:42+00:00,19,2.33,electric,38.0,26.0,4.86,none,standard
EB-ATH-003178,GR,Athens,665,198,2025-10-07 04:21:46+00:00,2025-10-07 04:39:46+00:00,18,0.54,electric,65.0,50.0,4.54,none,payg
EB-HEL-004104,FI,Helsinki,20,125,2024-07-12 14:30:42+00:00,2024-07-12 14:46:42+00:00,16,0.35,mechanical,,,4.15,none,payg
EB-ROM-000413,IT,Rome,729,141,2024-08-14 12:26:25+00:00,2024-08-14 12:30:25+00:00,4,1.0,electric,20.0,17.0,1.14,none,standard
EB-MAD-002582,ES,Madrid,702,214,2025-07-07 15:46:16+00:00,2025-07-07 16:01:16+00:00,15,1.5,mechanical,,,3.12,electrical,standard
EB-HEL-004838,FI,Helsinki,424,32,2025-10-06 08:58:00+00:00,2025-10-06 09:47:00+00:00,49,4.52,electric,83.0,48.0,11.54,brake,standard
EB-OSL-001587,NO,Oslo,294,702,2025-10-27 16:47:17+00:00,2025-10-27 16:58:17+00:00,11,1.56,mechanical,,,1.55,none,standard
EB-BER-000749,DE,Berlin,263,540,2024-02-14 01:20:59+00:00,2024-02-14 02:32:59+00:00,72,6.36,electric,32.0,0.0,17.47,none,standard
EB-VIE-001220,AT,Vienna,707,225,2024-12-19 16:18:30+00:00,2024-12-19 16:42:30+00:00,24,2.52,electric,54.0,32.0,5.9,none,standard
EB-DUB-004715,IE,Dublin,315,189,2025-03-18 17:15:41+00:00,2025-03-18 17:29:41+00:00,14,0.3,electric,76.0,68.0,3.42,none,payg
EB-PRG-000520,CZ,Prague,55,257,2025-10-21 02:08:36+00:00,2025-10-21 02:22:36+00:00,14,0.3,mechanical,,,1.47,none,payg
EB-DUB-001776,IE,Dublin,745,746,2024-03-22 05:50:01+00:00,2024-03-22 06:39:01+00:00,49,4.52,electric,22.0,0.0,12.18,none,standard
EB-CPH-004144,DK,Copenhagen,697,178,2025-01-04 05:27:44+00:00,2025-01-04 05:52:44+00:00,25,2.99,electric,66.0,54.0,5.27,none,standard
EB-ZRH-000702,CH,Zurich,189,244,2024-10-15 13:18:43+00:00,2024-10-15 13:58:43+00:00,40,3.44,mechanical,,,9.54,none,standard
EB-WAW-004423,PL,Warsaw,648,82,2024-09-04 00:07:40+00:00,2024-09-04 00:16:40+00:00,9,0.3,electric,33.0,27.0,1.68,none,payg
EB-MUC-003667,DE,Munich,61,372,2025-10-24 03:08:51+00:00,2025-10-24 03:10:51+00:00,2,0.3,electric,40.0,39.0,0.41,none,payg
EB-MUC-004831,DE,Munich,190,254,2024-08-19 13:02:23+00:00,2024-08-19 13:25:23+00:00,23,1.64,electric,46.0,32.0,3.83,none,plus
EB-ZRH-001492,CH,Zurich,108,136,2025-04-25 00:53:49+00:00,2025-04-25 01:04:49+00:00,11,1.85,electric,95.0,88.0,2.86,none,standard
EB-BUD-004357,HU,Budapest,766,503,2024-07-06 08:58:21+00:00,2024-07-06 09:10:21+00:00,12,1.56,electric,27.0,13.0,3.76,none,standard
EB-OSL-002428,NO,Oslo,348,188,2024-07-17 16:11:19+00:00,2024-07-17 16:22:19+00:00,11,0.36,electric,92.0,83.0,2.91,none,payg
EB-BRU-001403,BE,Brussels,638,151,2025-03-03 07:41:08+00:00,2025-03-03 07:48:08+00:00,7,0.3,electric,57.0,52.0,2.06,none,payg
EB-AMS-001623,NL,Amsterdam,325,130,2025-09-09 11:52:46+00:00,2025-09-09 12:13:46+00:00,21,0.82,electric,46.0,24.0,7.22,none,payg
EB-WAW-000047,PL,Warsaw,240,46,2025-03-06 06:04:50+00:00,2025-03-06 06:09:50+00:00,5,1.0,mechanical,,,0.96,none,standard
EB-STO-003451,SE,Stockholm,642,661,2025-05-26 16:24:48+00:00,2025-05-26 16:45:48+00:00,21,1.48,electric,65.0,52.0,6.09,none,plus
